"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Bennett County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Buffalo County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Charles Mix County                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Corson County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Dewey County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Jackson County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Mellette County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Roberts County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Shannon County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Todd County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","SD                                                                                                                                                                                                                                                             ","Ziebach County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Campbell County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Claiborne County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Cocke County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Fentress County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Grundy County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Hancock County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Johnson County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Lake County                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TN                                                                                                                                                                                                                                                             ","Scott County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Bee County                                                                                                                                                                                                                                                     ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Brazos County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Brooks County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Cameron County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Crosby County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Dimmit County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Duval County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","TX                                                                                                                                                                                                                                                             ","Edwards County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
